"Gussng","Dffclt","Dscrmn"
0.353850552239596,-0.207069233764298,2.10543799871092
0.0601295589772968,-0.657850227241033,1.73727825741144
5.34669586256113e-05,-1.68599767845899,1.87359231353479
0.12014637766785,-0.84183617122659,2.20317032173405
0.0761254830133688,0.907827935274532,1.74968702869169
7.0430133625148e-06,-1.00372068966179,1.29520960045499
2.35481370578498e-06,1.2966358642224,0.48280902979932
0.268047999571216,0.660509101113368,1.27667540932276
0.163062290491726,-0.460250766630001,1.85731409112748
3.49108379920807e-05,-1.65947297271605,1.17888502957741
